0.000000000000000000e+00,-1.212719669938423728e+00,1.000000000000000000e+00
1.000000000000000000e+00,-1.290545009053505332e+00,1.000000000000000000e+00
2.000000000000000000e+00,-1.402121020211105851e+00,1.000000000000000000e+00
3.000000000000000000e+00,-1.569485036947507517e+00,1.000000000000000000e+00
4.000000000000000000e+00,-1.744095066413219541e+00,1.000000000000000000e+00
5.000000000000000000e+00,-1.932107073209712311e+00,1.000000000000000000e+00
6.000000000000000000e+00,-2.043683084367312830e+00,1.000000000000000000e+00
7.000000000000000000e+00,-2.043683084367312830e+00,1.000000000000000000e+00
8.000000000000000000e+00,-1.960001075999111997e+00,1.000000000000000000e+00
9.000000000000000000e+00,-1.818529702276504345e+00,1.000000000000000000e+00
1.000000000000000000e+01,-1.681061048105109812e+00,1.000000000000000000e+00
1.100000000000000000e+01,-1.625273042526308664e+00,1.000000000000000000e+00
1.200000000000000000e+01,-1.597379039736908979e+00,1.000000000000000000e+00
1.300000000000000000e+01,-1.541591034158107831e+00,1.000000000000000000e+00
1.400000000000000000e+01,-1.402121020211105851e+00,1.000000000000000000e+00
1.500000000000000000e+01,-1.193566778597141997e+00,1.000000000000000000e+00
1.600000000000000000e+01,-8.721349672125011665e-01,1.000000000000000000e+00
1.700000000000000000e+01,-5.725469492584123188e-01,1.000000000000000000e+00
1.800000000000000000e+01,-4.258309225820973154e-01,1.000000000000000000e+00
1.900000000000000000e+01,-3.700429170032961679e-01,1.000000000000000000e+00
2.000000000000000000e+01,-4.258309225820973154e-01,1.000000000000000000e+00
2.100000000000000000e+01,-5.374069337396978341e-01,1.000000000000000000e+00
2.200000000000000000e+01,-7.306635934898979556e-01,1.000000000000000000e+00
2.300000000000000000e+01,-9.558169755807019996e-01,1.000000000000000000e+00
2.400000000000000000e+01,-1.123180992317103666e+00,1.000000000000000000e+00
2.500000000000000000e+01,-1.290545009053505332e+00,1.000000000000000000e+00
2.600000000000000000e+01,-1.402121020211105851e+00,1.000000000000000000e+00
2.700000000000000000e+01,-1.513697031368708146e+00,1.000000000000000000e+00
2.800000000000000000e+01,-1.597379039736908979e+00,1.000000000000000000e+00
2.900000000000000000e+01,-1.653167045315708350e+00,1.000000000000000000e+00
3.000000000000000000e+01,-1.708955050894509498e+00,1.000000000000000000e+00
3.100000000000000000e+01,-1.708955050894509498e+00,1.000000000000000000e+00
3.200000000000000000e+01,-1.708955050894509498e+00,1.000000000000000000e+00
3.300000000000000000e+01,-1.681061048105109812e+00,1.000000000000000000e+00
3.400000000000000000e+01,-1.597379039736908979e+00,1.000000000000000000e+00
3.500000000000000000e+01,-1.457909025789906998e+00,1.000000000000000000e+00
3.600000000000000000e+01,-1.318439011842905018e+00,1.000000000000000000e+00
3.700000000000000000e+01,-1.178968997895904813e+00,1.000000000000000000e+00
3.800000000000000000e+01,-1.039498983948902833e+00,1.000000000000000000e+00
3.900000000000000000e+01,-8.721349672125011665e-01,1.000000000000000000e+00
4.000000000000000000e+01,-6.696309349573743575e-01,1.000000000000000000e+00
4.100000000000000000e+01,-3.700429170032961679e-01,1.000000000000000000e+00
4.200000000000000000e+01,-1.468908946880933541e-01,1.000000000000000000e+00
4.300000000000000000e+01,-7.420880741092261701e-03,1.000000000000000000e+00
4.400000000000000000e+01,2.047312204830831206e-02,1.000000000000000000e+00
4.500000000000000000e+01,2.047312204830831206e-02,1.000000000000000000e+00
4.600000000000000000e+01,-7.420880741092261701e-03,1.000000000000000000e+00
